guid,bucket,image_url,record_uri
ED402C9D-4633-4DDE-9FAA-E9B08CC59017,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/10112014/5727.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/2B298B11-3C5C-4BC5-8590-001F21952702
5D1F9D99-7503-4FD5-9B78-694CCC2B7C9F,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT26/CVA.IT26.1180.5/cc001001.jpe,http://www.beazley.ox.ac.uk/record/8ED406E8-4ED4-4AC6-BEF8-CD9108B11D9A
D8FF563C-84A5-4E32-A955-8915865C5466,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/SWZ05/CVA.SWZ05.219.5/cc001001.jpe,http://www.beazley.ox.ac.uk/record/66DABD1A-08EA-4819-98C6-F1ECA7F110CC
129C844F-B5EA-4187-82A7-04B7649C2F7D,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER47/CVA.GER47.2279.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/AC870996-C465-4C00-8CC1-E354A514EEE7
2BD7A012-89CF-40FC-A317-961AD66CD84E,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER47/CVA.GER47.2271.8/cc001001.jpe,http://www.beazley.ox.ac.uk/record/BE54D507-386F-49E1-AC82-9123E51B838B
C5D3EBCA-A503-4821-BC6A-97642DF72067,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER47/CVA.GER47.2271.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/6B0B270D-32E6-4379-9566-0518FB5722AB
2C1F86AC-ECE7-4ECC-835C-10C1EC7B9594,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER45/CVA.GER45.2181.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/4304F9EB-9B45-4EA6-945B-714F6EB47DAA
EDA8405E-BB2D-4E89-B397-81C12154B3B6,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF//Images200/020121/6127.S/cc001001.jpe,http://www.beazley.ox.ac.uk/record/38E072B5-DCF4-4F57-940A-09386757B18E
2B775BBE-9FCA-4B26-BB81-2B67EFA0E062,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt46to60/6263.BD/cc001001.jpe,http://www.beazley.ox.ac.uk/record/B9EBE3DD-60DB-42BC-B5F1-E5C9A1B87BEF
4A53A04C-92D5-4E66-A7E0-B2228153A459,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER48/CVA.GER48.2298.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/DF5BC865-CA8E-40F2-B9F3-8ACDDE903CF2
FFF440C0-1BA1-435B-9C4C-5E268C48A778,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt31to45/6353.AB1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/76A1C4EE-063D-4ACD-A7C8-02A5D6CA76FE
16C08A1D-8E96-4D7A-A85D-BCFE8B61EC7B,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/BF AMPHORAE TYPE B AtoB/6429.A2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/9FF04CAA-3B36-433B-BF00-041FAB619A14
9B002826-332C-4F5C-8951-9F1E4402630D,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT57/CVA.IT57.2545.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/FEB1BFD0-2DEC-4F68-8A5F-67486631773C
9155F579-D892-4D2E-81ED-D5970CD0BAD7,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT57/CVA.IT57.2540.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/281BDF61-508C-4B62-BAAF-D2BBF1C26A3C
94269B20-BAAD-4E54-99A8-E818D8FDCE1E,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/LNBO15102008/7087.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/EAED5350-DA26-427F-8499-CF6498D57F9B
DF57CBE9-F56C-410E-8D7C-5F0CB568BE6A,dog_keyword,"https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/BF AMPHORAE TYPE B LONDON MARKET, PRIVATE/7110.A1/cc001001.jpe",http://www.beazley.ox.ac.uk/record/B249D635-3F38-430A-90DA-A644E2E22791
A4BA294F-87DE-4C03-A7BD-E9767FA1CD7B,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER48/CVA.GER48.2355.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/37301F66-133D-4509-B1D3-A965ED2D90A5
A25913D4-51DB-454C-91B9-4F5F0E77089D,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/20112014/7307.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/FB1AC06E-9D4E-46A6-AFB4-FFD54103A347
A981C285-CB5D-46B1-8715-E60AC873A5CD,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt31to45/7324.BD/cc001001.jpe,http://www.beazley.ox.ac.uk/record/72A94D63-B6D2-4275-B30D-B61095EC510F
C7D0CF5B-6AB4-4EE9-BBDB-1F2F653377D7,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER48/CVA.GER48.BEIL.K1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/608DF101-826B-4126-8739-D569D2372424
E3266D81-DCAB-461D-BEBD-91ED045084EC,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F12/CVA.F12.511.6/cc001001.jpe,http://www.beazley.ox.ac.uk/record/058B74BB-CFF5-4261-B010-7F16957B881E
BC218C19-6F06-4836-A241-D06AD5D5E047,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER48/CVA.GER48.2359.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/E3D02B84-49C0-4D72-AAC7-C287D3E1FDBC
FDD94A85-AB38-4E19-B943-A209389BD70D,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/SWZ04/CVA.SWZ04.181.12/cc001001.jpe,http://www.beazley.ox.ac.uk/record/CAA0E5C8-A96C-4238-AE2F-0F010AC53F1D
EB559A0A-47BD-42F6-9ED5-0BE611BC20C8,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt31to45/7701.A/cc001001.jpe,http://www.beazley.ox.ac.uk/record/460E58CC-3CC3-4614-9E58-8812957EFEBB
113CD9D5-C9C8-426D-921C-4F572A33D58B,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt46to60/7905.PL/cc001001.jpe,http://www.beazley.ox.ac.uk/record/9329BC30-08A6-4CA8-A92C-2FF6D7196A89
CF660968-8F23-466D-B49A-C8C1898BA203,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt46to60/7907.PL/cc001001.jpe,http://www.beazley.ox.ac.uk/record/EC31185D-CB33-43E2-9476-D33894C7A20A
BE0BACA1-68DD-4C29-A257-3BB1FF8EC6EA,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT07/CVA.IT07.343.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/2D896504-C288-49E6-BC64-6B8F91F68FA9
FA3B179A-55ED-48D1-B78B-8AB3EDB40A36,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/16012015/7968.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/DC8FA173-383F-4C55-AE98-9BA044C17296
8B7BCAFC-98BB-47FD-A65D-CB737E114B8A,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT41/CVA.IT41.BEIL.2.15/cc001001.jpe,http://www.beazley.ox.ac.uk/record/C9AAE82A-5201-4ADD-AF4A-A66BF8A06C92
07A0C195-519B-4EDF-96CA-ABD14D8CA69F,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT42/CVA.IT42.1906.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/26BF967F-F80A-40E2-8C5A-C6DA889547CC
219EA636-C3A5-4B53-A943-D12056761278,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT42/CVA.IT42.1889.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/094D88FC-853F-4191-B894-598170BC754D
22C247EE-3F92-40A0-8481-E613F6424A8A,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GR01/CVA.GR01.011.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/4FE39A75-608B-4D5B-8945-FFBED6D737FF
F2E27CB1-D68F-4994-850F-072DB6A48F50,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT42/CVA.IT42.1871.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/EF66A4B0-5715-4265-AB43-ADEBF0774A4A
57649D6E-29FF-422E-B8A0-F462ACFF0533,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt2to15/8420.A/cc001001.jpe,http://www.beazley.ox.ac.uk/record/F1322FAB-079A-4347-9A1E-94DBA25B4301
BBA69DD7-A832-4DF7-9C80-FD3C69EC34C8,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/Unatt46to60/8512.BD1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/3ECF937D-7FF7-4458-BAF1-6801FB7DB156
A81AC9DF-CA5D-44EE-892A-A4D1592AB673,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/YALEDatabase5/8547.OV/cc001001.jpe,http://www.beazley.ox.ac.uk/record/30BF67F7-2C8B-4C00-9BDB-1F9CB714A4A0
518E4964-EBC8-4ADB-9739-A73EC34F6F36,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT07/CVA.IT07.343.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/BAAB74DA-87FF-4B07-9DC9-5B44F66E5D06
DE7AB2CD-BF1B-49E6-BEE7-8ACD248CFED3,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT41/CVA.IT41.BEIL.5.28/cc001001.jpe,http://www.beazley.ox.ac.uk/record/627B82FE-A2AC-41D8-86CE-6B6A7CCAD2C7
59901F55-6CDD-4790-8F94-D66DBBC10982,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/IT40/CVA.IT40.1801.6/cc001001.jpe,http://www.beazley.ox.ac.uk/record/57B68FD1-97BF-4E30-A7A6-BECC4DDB439E
ABFEC697-4C10-44D4-BE1A-376BC7BB8964,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/NL08/CVA.NL08.FIG.9/cc001001.jpe,http://www.beazley.ox.ac.uk/record/F1F0342E-653D-4E56-9644-9A77E4687E49
2991DAB1-EE33-434A-ABB8-08D9F408D72F,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER84/CVA.GER84.4403.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/69532921-0DFC-4058-BA33-1268C2E7A643
5A78A67D-D3D0-4BE7-A91E-DD29E14F9C62,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GB18/CVA.875.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/F23D416B-1362-4863-8BFA-B6BDE4BAF668
6EF9128A-4FF5-4D5D-A453-BB98DE5B9D2E,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER09/CVA.GER09.422.9/cc001001.jpe,http://www.beazley.ox.ac.uk/record/D7886517-3946-4F9C-9D6C-BEB00274CC1E
C23CCA18-8892-4DC2-A6AC-928807932D8A,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/FR09/CVA.FR09.405.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/F6A02962-D8DF-4679-B021-3553E2D10C85
FE74C8E0-F777-4524-B1DB-9472B1075FDE,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER110/CVA.GER110.5688.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/A77B886B-0747-4A8A-80B8-82CD00269AF3
